Date,Menu Name,Qty,Price
,JAPANESE OCHA,1,20000
,B7. TANTAN PORK BELLY,1,61000
,JAPANESE OCHA,1,20000
,CHICKEN KARAAGE,1,37000
2019-01-11 22:35:46,A1. GOLDEN CHICKEN CHARSIU,1,55000
,B1. TANTAN CHICKEN CHARSIU,1,60000
,D8. CURRY PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,STEAMED RICE,1,15000
,JAPANESE OCHA,2,20000
,CHICKEN KARAAGE,1,37000
2019-01-11 22:45:40,B7. TANTAN PORK BELLY,1,61000
,C7. KURO PORK BELLY,1,61000
,JAPANESE OCHA,1,20000
2019-01-12 12:23:22,A1. GOLDEN CHICKEN CHARSIU,1,55000
2019-01-12 13:07:52,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-12 13:47:45,C4. KURO QUARTER CHICKEN EGG,1,70000
,SOYA MILK,1,20000
2019-01-12 13:48:03,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-12 13:48:33,PORK KATSU CURRY,1,55000
2019-01-12 13:48:53,CHICKEN KATSU CURRY,1,47000
2019-01-12 14:06:14,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,C4. KURO QUARTER CHICKEN EGG,2,70000
,COKE SODA,1,15000
,SPRITE SODA,1,15000
,A6. GOLDEN CHICKEN KARAAGE EGG,1,0
2019-01-12 14:20:47,C10. KURO MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,1,20000
2019-01-12 14:21:25,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-12 14:22:49,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-12 14:23:15,STAMINA DON,1,68000
2019-01-12 14:24:22,B8. TANTAN PORK BELLY EGG,1,69000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
,PORK SOBORO,1,10000
,BAMBOO SHOOT,1,0
2019-01-12 15:25:26,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,1,20000
,OGURA ICE CREAM,1,18000
2019-01-12 15:43:27,CHICKEN CHARSIU,1,15000
,JAPANESE OCHA,1,20000
,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
2019-01-12 15:52:11,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA CHICKEN,1,35000
,JAPANESE OCHA,1,20000
,QUARTER CHICKEN.,1,30000
2019-01-12 16:36:06,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
,SOYA MILK,1,20000
2019-01-12 16:36:27,BUTADON,1,50000
2019-01-12 17:46:42,CHICKEN CHAHAN,1,32000
,A5. GOLDEN CHICKEN KARAAGE,1,62000
,A7. GOLDEN PORK BELLY,1,56000
,MAZEMEN MINCED PORK+PORK BELLY,2,75000
,JAPANESE OCHA,5,20000
,GYOZA PORK,1,35000
2019-01-12 17:52:03,JAPANESE OCHA,1,20000
,MINERAL WATER,2,10000
2019-01-12 17:53:00,C3. KURO QUARTER CHICKEN,1,62000
,CHICKEN CHARSIU,1,15000
,C5. KURO CHICKEN KARAAGE,1,67000
,C2. KURO CHICKEN CHARSIU EGG,1,68000
,SEAWEED.,1,10000
,CHOPPED CHILI,1,0
2019-01-12 18:28:04,BUTADON,1,50000
,CHICKEN KATSUDON,1,45000
,CHICKEN TERIYAKI DON,1,35000
,JAPANESE OCHA,2,20000
,MINERAL WATER,1,10000
,GYOZA PORK,1,35000
2019-01-12 18:46:54,A8. GOLDEN PORK BELLY EGG,2,64000
,B7. TANTAN PORK BELLY,1,61000
,CHICKEN KARAAGE,1,37000
,BALI HAI BEER,1,25000
,JAPANESE OCHA,1,20000
2019-01-12 18:48:54,B8. TANTAN PORK BELLY EGG,1,69000
,B5. TANTAN CHICKEN KARAAGE,1,67000
,C5. KURO CHICKEN KARAAGE,1,67000
,A8. GOLDEN PORK BELLY EGG,1,64000
,SOYA MILK,1,20000
,MINERAL WATER,2,10000
,SEASONED EGG,1,10000
2019-01-12 18:53:50,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,D6. CURRY CHICKEN KARAAGE EGG,1,75000
,MINERAL WATER,1,10000
2019-01-12 18:55:19,C7. KURO PORK BELLY,1,61000
,A1. GOLDEN CHICKEN CHARSIU,1,55000
,B7. TANTAN PORK BELLY,1,61000
,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,4,20000
,CHICKEN KARAAGE,1,37000
,GYOZA PORK,1,35000
,CHOPPED CHILI,1,0
2019-01-12 19:03:01,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,CHICKEN KARAAGE,1,37000
2019-01-12 19:04:59,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-12 19:15:07,D2. CURRY CHICKEN CHARSIU EGG,1,68000
2019-01-12 19:20:07,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-12 19:49:23,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,2,20000
2019-01-12 19:51:58,A8. GOLDEN PORK BELLY EGG,1,64000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-12 19:53:17,B8. TANTAN PORK BELLY EGG,1,69000
,C5. KURO CHICKEN KARAAGE,1,67000
,JAPANESE OCHA,1,20000
2019-01-12 19:54:11,PORK SHABU CURRY,1,55000
,A5. GOLDEN CHICKEN KARAAGE,1,62000
,JAPANESE OCHA,1,20000
2019-01-12 20:03:04,STAMINA DON,1,68000
,JAPANESE OCHA,1,20000
2019-01-12 20:03:25,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-12 20:06:20,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,JAPANESE OCHA,1,20000
2019-01-12 20:07:06,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
2019-01-12 20:10:16,BUTADON,1,50000
,PORK BELLY.,1,15000
2019-01-12 20:15:05,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,PORK SOBORO,1,10000
,JAPANESE OCHA,2,20000
2019-01-12 20:15:36,B7. TANTAN PORK BELLY,1,61000
2019-01-12 20:16:59,JAPANESE OCHA,1,20000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,SEASONED EGG,1,10000
2019-01-12 20:17:25,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-12 20:26:36,ABURI CHICKEN CHARSIU,1,20000
,JAPANESE OCHA,2,20000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,D8. CURRY PORK BELLY EGG,1,69000
,C8. KURO PORK BELLY EGG,1,69000
,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,GYOZA PORK,1,35000
,CHICKEN KARAAGE,1,37000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-12 20:26:58,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-12 20:42:35,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-12 20:43:01,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-12 20:43:18,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-12 20:44:36,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,A8. GOLDEN PORK BELLY EGG,1,64000
,SOYA MILK,1,20000
,SOYA MILK,1,20000
2019-01-12 20:55:43,STAMINA DON,1,68000
,CHICKEN KARAAGE,1,37000
,A8. GOLDEN PORK BELLY EGG,1,64000
,B7. TANTAN PORK BELLY,1,61000
,MAZEMEN MINCED PORK+PORK BELLY,1,75000
,SOYA MILK,1,20000
,SPRITE SODA,1,15000
,FANTA,1,15000
,A8. GOLDEN PORK BELLY EGG,1,64000
,C8. KURO PORK BELLY EGG,1,69000
,MINERAL WATER,1,10000
,JAPANESE OCHA,1,20000
2019-01-12 20:56:47,A1. GOLDEN CHICKEN CHARSIU,1,55000
,B7. TANTAN PORK BELLY,1,61000
,JAPANESE OCHA,2,20000
2019-01-12 20:59:23,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-12 21:01:21,B9. TANTAN MEGA PORK BELLY,1,76000
,C7. KURO PORK BELLY,1,61000
,JAPANESE OCHA,2,20000
,TARO MILK TEA,1,25000
2019-01-12 21:03:27,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,0
2019-01-12 21:03:55,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-12 21:10:56,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,C4. KURO QUARTER CHICKEN EGG,1,70000
,JAPANESE OCHA,1,20000
,GYOZA PORK,1,35000
2019-01-12 21:36:29,C7. KURO PORK BELLY,1,61000
2019-01-12 21:50:05,C8. KURO PORK BELLY EGG,1,69000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
2019-01-12 21:55:12,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
2019-01-12 21:56:21,D6. CURRY CHICKEN KARAAGE EGG,1,75000
,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,JAPANESE OCHA,1,20000
,MINERAL WATER,1,10000
,KAKIGORI,1,30000
2019-01-12 21:59:58,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-12 22:07:12,A8. GOLDEN PORK BELLY EGG,1,64000
,B7. TANTAN PORK BELLY,1,61000
,JAPANESE OCHA,1,20000
,OGURA ICE CREAM,1,18000
2019-01-12 22:10:44,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-12 22:12:42,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-12 22:13:07,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-12 22:14:15,C6. KURO CHICKEN KARAAGE EGG,1,75000
,C8. KURO PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,JAPANESE OCHA,2,20000
,KAKIGORI,1,30000
2019-01-12 22:33:44,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-12 22:39:37,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-12 22:43:02,C8. KURO PORK BELLY EGG,1,69000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,C7. KURO PORK BELLY,1,61000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,3,20000
,FLAN PUDDING,1,25000
2019-01-12 22:56:13,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-12 22:56:35,B7. TANTAN PORK BELLY,1,61000
2019-01-12 23:13:49,C2. KURO CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,2,20000
,JAPANESE OCHA,1,20000
,PORK KATSU,1,35000
,B1. TANTAN CHICKEN CHARSIU,1,60000
2019-01-12 23:18:00,CHICKEN KATSU CURRY,1,47000
2019-01-12 23:31:51,B8. TANTAN PORK BELLY EGG,1,69000
,A8. GOLDEN PORK BELLY EGG,1,64000
,C7. KURO PORK BELLY,1,61000
,OYAKODON.,1,40000
,JAPANESE OCHA,2,20000
2019-01-12 23:40:42,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,A9. GOLDEN MEGA PORK BELLY,1,71000
,JAPANESE OCHA,3,20000
2019-01-13 11:32:28,A7. GOLDEN PORK BELLY,1,56000
,A5. GOLDEN CHICKEN KARAAGE,1,62000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
,SEASONED EGG,1,10000
2019-01-13 11:49:03,A7. GOLDEN PORK BELLY,1,56000
,C7. KURO PORK BELLY,1,61000
,JAPANESE OCHA,1,20000
,SOYA MILK,1,20000
,GYOZA PORK,1,35000
,SEASONED EGG,1,10000
2019-01-13 14:02:20,C10. KURO MEGA PORK BELLY EGG,1,84000
,SOYA MILK,1,20000
,JAPANESE OCHA,1,20000
2019-01-13 14:05:16,B1. TANTAN CHICKEN CHARSIU,1,60000
,JAPANESE OCHA,1,20000
2019-01-13 14:09:14,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,B4. TANTAN QUARTER CHICKEN EGG,1,70000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
,JAPANESE OCHA,2,20000
,SOYA MILK,1,20000
2019-01-13 14:11:33,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
,JAPANESE OCHA,1,20000
,CHICKEN KARAAGE,1,37000
2019-01-13 14:13:51,A8. GOLDEN PORK BELLY EGG,1,64000
,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,PORK KATSU,1,35000
2019-01-13 14:16:51,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-13 14:38:00,C2. KURO CHICKEN CHARSIU EGG,1,68000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-13 14:40:03,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-13 14:40:50,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-13 15:22:55,A8. GOLDEN PORK BELLY EGG,2,64000
,CHICKEN KARAAGE,1,37000
,JAPANESE OCHA,2,20000
,COKE SODA,1,15000
,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-13 15:27:00,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,C7. KURO PORK BELLY,1,61000
2019-01-13 15:32:18,A8. GOLDEN PORK BELLY EGG,1,64000
,OYAKODON.,1,40000
,C4. KURO QUARTER CHICKEN EGG,1,70000
,MAZEMEN MINCED PORK,1,55000
,MINERAL WATER,1,10000
,JAPANESE OCHA,3,20000
2019-01-13 15:34:34,C2. KURO CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
2019-01-13 15:35:14,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
2019-01-13 16:00:58,C2. KURO CHICKEN CHARSIU EGG,1,68000
,B8. TANTAN PORK BELLY EGG,1,69000
,OYAKODON.,1,40000
2019-01-13 16:01:30,JAPANESE OCHA,2,20000
,GYOZA PORK,1,35000
2019-01-13 16:07:08,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-13 16:15:04,JAPANESE OCHA,1,20000
2019-01-13 17:00:52,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,B4. TANTAN QUARTER CHICKEN EGG,1,70000
,JAPANESE OCHA,1,20000
2019-01-13 17:59:30,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-13 18:03:11,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
2019-01-13 18:05:37,B10. TANTAN MEGA PORK BELLY EGG,4,84000
,C10. KURO MEGA PORK BELLY EGG,1,84000
,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE OCHA,4,20000
2019-01-13 18:36:31,CHICKEN KARAAGE,1,37000
,CHICKEN KATSU CURRY,1,47000
,A1. GOLDEN CHICKEN CHARSIU,1,55000
,A7. GOLDEN PORK BELLY,1,56000
,MINERAL WATER,1,10000
,JAPANESE OCHA,1,20000
2019-01-13 18:44:11,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,CHICKEN TERIYAKI DON,1,35000
,JAPANESE OCHA,1,20000
2019-01-13 18:46:28,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-13 18:46:53,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-13 19:03:34,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,A7. GOLDEN PORK BELLY,1,56000
,CHICKEN TERIYAKI DON,1,35000
,MINERAL WATER,2,10000
2019-01-13 19:18:29,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
,MINERAL WATER,1,10000
2019-01-13 19:18:49,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-13 19:26:05,D2. CURRY CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
2019-01-13 19:26:35,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
2019-01-13 19:28:04,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,GYOZA PORK,1,35000
,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
,JAPANESE OCHA,2,20000
,NOODLE,1,15000
2019-01-13 19:32:49,B7. TANTAN PORK BELLY,1,61000
,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,GYOZA PORK,1,35000
,D10. CURRY MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,1,20000
,SPRITE SODA,1,15000
,SOYA MILK,1,20000
2019-01-13 19:38:46,C2. KURO CHICKEN CHARSIU EGG,1,68000
,SOYA MILK,1,20000
2019-01-13 19:39:18,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-13 19:40:49,C8. KURO PORK BELLY EGG,2,69000
,CHICKEN KARAAGE,1,37000
,STAMINA DON,1,68000
,JAPANESE OCHA,3,20000
2019-01-13 20:01:03,A8. GOLDEN PORK BELLY EGG,1,64000
,C7. KURO PORK BELLY,1,61000
,JAPANESE OCHA,2,20000
2019-01-13 20:32:16,A8. GOLDEN PORK BELLY EGG,1,64000
,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-13 20:32:36,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-13 20:33:39,C6. KURO CHICKEN KARAAGE EGG,1,75000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,GYOZA CHICKEN,1,35000
2019-01-13 20:34:34,C6. KURO CHICKEN KARAAGE EGG,1,75000
2019-01-13 20:45:41,BUTADON,1,50000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
2019-01-13 20:46:24,PORK KATSUDON,1,49000
,STAMINA DON,1,0
2019-01-13 20:48:37,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
2019-01-13 20:49:11,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-13 21:44:17,C5. KURO CHICKEN KARAAGE,1,67000
,A1. GOLDEN CHICKEN CHARSIU,1,55000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
,SEAWEED.,1,10000
,SEASONED EGG,1,10000
,C3. KURO QUARTER CHICKEN,1,0
2019-01-14 12:21:36,C8. KURO PORK BELLY EGG,1,69000
,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
,STAMINA DON,1,68000
2019-01-14 12:31:35,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-14 12:46:04,C8. KURO PORK BELLY EGG,1,69000
,C8. KURO PORK BELLY EGG,1,69000
2019-01-14 14:22:10,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,2,20000
2019-01-14 14:22:53,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
2019-01-14 14:35:28,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
,BUTADON,1,50000
,CHICKEN KARAAGE,1,37000
2019-01-14 15:18:29,A8. GOLDEN PORK BELLY EGG,2,64000
,JAPANESE OCHA,2,20000
,OGURA ICE CREAM,1,18000
2019-01-14 17:17:56,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-14 17:18:24,BUTADON,1,50000
2019-01-14 18:51:03,B8. TANTAN PORK BELLY EGG,1,69000
,PORK KATSU CURRY,1,55000
,JAPANESE OCHA,2,20000
2019-01-14 19:02:19,BUTADON,1,50000
,PORK CHAHAN,1,38000
2019-01-14 19:37:26,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,JAPANESE OCHA,1,20000
,CHICKEN CHAHAN,1,32000
2019-01-14 19:41:38,B8. TANTAN PORK BELLY EGG,1,69000
,A7. GOLDEN PORK BELLY,1,56000
,JAPANESE OCHA,1,20000
2019-01-14 20:11:07,B8. TANTAN PORK BELLY EGG,1,69000
,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,GYOZA PORK,1,35000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
2019-01-14 20:53:58,C3. KURO QUARTER CHICKEN,1,62000
,STAMINA DON,1,68000
,FRIED GARLIC,1,5000
2019-01-14 21:00:48,BUTADON,1,50000
,CHOPPED CHILI,1,0
,JAPANESE OCHA,2,20000
,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-14 21:29:57,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-14 21:30:37,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
2019-01-15 11:20:45,C8. KURO PORK BELLY EGG,1,69000
,B8. TANTAN PORK BELLY EGG,1,69000
,CHICKEN TERIYAKI DON,1,35000
,JAPANESE OCHA,2,20000
,SOYA MILK,1,20000
2019-01-15 13:03:58,CHICKEN KATSUDON,1,45000
,SEAWEED.,1,10000
,B3. TANTAN QUARTER CHICKEN.,1,62000
,PORK BELLY.,1,15000
,C5. KURO CHICKEN KARAAGE,1,67000
,JAPANESE OCHA,2,20000
,MINERAL WATER,1,10000
2019-01-15 13:27:50,A7. GOLDEN PORK BELLY,1,56000
2019-01-15 16:05:21,B8. TANTAN PORK BELLY EGG,1,69000
,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,2,20000
,NOODLE,1,15000
2019-01-15 17:20:17,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-15 18:29:09,A8. GOLDEN PORK BELLY EGG,1,64000
,JAPANESE OCHA,1,20000
,BUTADON,2,50000
,GYOZA PORK,1,35000
2019-01-15 19:34:36,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
,SOYA MILK,1,20000
2019-01-15 19:46:50,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,CHICKEN KATSU CURRY,1,47000
,ZENZAI,1,30000
2019-01-15 20:14:31,C8. KURO PORK BELLY EGG,1,69000
,B7. TANTAN PORK BELLY,1,61000
,A8. GOLDEN PORK BELLY EGG,1,64000
,GYOZA PORK,1,35000
,JAPANESE OCHA,4,20000
2019-01-15 20:16:32,C8. KURO PORK BELLY EGG,1,69000
,PORK KATSUDON,1,49000
,CHICKEN KATSU CURRY,1,47000
,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,BUTADON,1,50000
,SOYA MILK,1,20000
,MINERAL WATER,1,10000
,OGURA ICE CREAM,1,18000
,JAPANESE OCHA,1,20000
2019-01-15 20:31:56,B8. TANTAN PORK BELLY EGG,2,69000
,JAPANESE OCHA,2,20000
,GYOZA PORK,1,35000
2019-01-15 20:57:22,A8. GOLDEN PORK BELLY EGG,1,64000
,B8. TANTAN PORK BELLY EGG,1,69000
,B8. TANTAN PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
,JAPANESE OCHA,2,20000
,JAPANESE OCHA,1,20000
2019-01-15 21:03:51,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,JAPANESE OCHA,1,20000
2019-01-15 22:16:09,A2. GOLDEN CHICKEN CHARSIU EGG,1,63000
,SOYA MILK,1,20000
,TORIKAWA,1,35000
2019-01-16 11:33:30,MINERAL WATER,1,10000
2019-01-16 13:14:05,BUTADON,2,50000
,GYOZA PORK,2,35000
,POACHED EGG,1,10000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE SPINACH,1,10000
,PORK BELLY.,1,15000
,B6. TANTAN CHICKEN KARAAGE EGG,1,75000
,MINERAL WATER,1,10000
,MINERAL WATER,2,10000
,TORIPAITAN SOUP,1,15000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,2,0
2019-01-16 13:54:06,C8. KURO PORK BELLY EGG,1,69000
,A8. GOLDEN PORK BELLY EGG,1,64000
,GYOZA PORK,1,35000
,CHICKEN KARAAGE,1,37000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
2019-01-16 14:08:34,KAKIGORI,1,30000
2019-01-16 14:29:44,A5. GOLDEN CHICKEN KARAAGE,1,62000
,JAPANESE OCHA,1,20000
2019-01-16 15:40:02,B8. TANTAN PORK BELLY EGG,1,69000
,A7. GOLDEN PORK BELLY,1,56000
,JAPANESE OCHA,2,20000
2019-01-16 16:04:25,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-16 18:35:27,A8. GOLDEN PORK BELLY EGG,1,64000
2019-01-16 18:44:06,A6. GOLDEN CHICKEN KARAAGE EGG,1,70000
,MINERAL WATER,1,10000
,SOYA MILK,1,20000
,JAPANESE OCHA,1,0
2019-01-16 18:44:42,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,MINERAL WATER,1,0
2019-01-16 18:45:45,B10. TANTAN MEGA PORK BELLY EGG,1,84000
,BAMBOO SHOOT,1,15000
,JAPANESE SPINACH,1,10000
,SEASONED EGG,1,10000
,MINERAL WATER,2,10000
2019-01-16 18:46:40,A10. GOLDEN MEGA PORK BELLY EGG,1,80000
2019-01-16 19:59:13,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,1,20000
,GYOZA PORK,1,35000
,OGURA ICE CREAM,1,18000
2019-01-16 19:59:34,A7. GOLDEN PORK BELLY,1,56000
,JAPANESE OCHA,1,20000
,OGURA ICE CREAM,1,18000
2019-01-16 21:11:31,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
2019-01-16 21:12:20,D8. CURRY PORK BELLY EGG,1,69000
2019-01-16 21:12:44,C8. KURO PORK BELLY EGG,1,69000
2019-01-16 21:13:01,STAMINA DON,1,68000
2019-01-16 21:56:01,B8. TANTAN PORK BELLY EGG,1,69000
,C8. KURO PORK BELLY EGG,1,69000
,JAPANESE OCHA,1,20000
,JAPANESE OCHA,1,20000
,BAMBOO SHOOT,2,15000
,PORK KATSU,1,35000
2019-01-17 13:11:30,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-17 13:11:49,A4. GOLDEN QUARTER CHICKEN EGG,1,65000
2019-01-17 13:37:46,A8. GOLDEN PORK BELLY EGG,1,64000
,B2. TANTAN CHICKEN CHARSIU EGG,1,68000
,JAPANESE OCHA,3,20000
,JAPANESE OCHA,1,20000
,FLAN PUDDING,1,25000
,A1. GOLDEN CHICKEN CHARSIU,1,55000
,B8. TANTAN PORK BELLY EGG,1,69000
2019-01-17 14:33:01,A9. GOLDEN MEGA PORK BELLY,1,71000
,SOYA MILK,1,20000
,C7. KURO PORK BELLY,1,61000
,CHOPPED CHILI,1,0
2019-01-17 14:55:06,JAPANESE OCHA,1,20000
,B8. TANTAN PORK BELLY EGG,1,69000
,C8. KURO PORK BELLY EGG,1,69000
2019-01-17 15:47:52,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
,A8. GOLDEN PORK BELLY EGG,1,64000
,SEAWEED.,1,10000
,PORK BELLY.,2,15000
,C8. KURO PORK BELLY EGG,1,69000
,GYOZA PORK,1,35000
2019-01-17 16:50:04,MAZEMEN MINCED PORK+PORK BELLY,1,75000
,B8. TANTAN PORK BELLY EGG,1,69000
,JAPANESE OCHA,2,20000
2019-01-17 18:25:08,GYOZA CHICKEN,1,35000
